Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
PP,Producer Prices - Annual,32,Cameroon,5531,Producer Price (SLC/tonne),656,"Coffee, green",2006,2006,SLC,309000,,Official data
PP,Producer Prices - Annual,32,Cameroon,5531,Producer Price (SLC/tonne),656,"Coffee, green",2007,2007,SLC,395000,,Official data
PP,Producer Prices - Annual,32,Cameroon,5531,Producer Price (SLC/tonne),656,"Coffee, green",2008,2008,SLC,389167,,Official data
PP,Producer Prices - Annual,32,Cameroon,5531,Producer Price (SLC/tonne),656,"Coffee, green",2009,2009,SLC,421667,,Official data
PP,Producer Prices - Annual,32,Cameroon,5531,Producer Price (SLC/tonne),656,"Coffee, green",2010,2010,SLC,455833,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",1991,1991,USD,584.8846661,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",1992,1992,USD,472.2473458,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",1993,1993,USD,441.4424786,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",1994,1994,USD,720.4549961,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",1995,1995,USD,901.5354953,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",1996,1996,USD,879.6752786,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",1997,1997,USD,728.1519298,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",1998,1998,USD,720.3978359,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",1999,1999,USD,690.2721329,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",2000,2000,USD,491.589397,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",2001,2001,USD,473.3652598,F,FAO estimate
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",2002,2002,USD,542.1809437,F,FAO estimate
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",2003,2003,USD,773.2217262,F,FAO estimate
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",2004,2004,USD,897.6378331,F,FAO estimate
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",2005,2005,USD,764.404355,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",2006,2006,USD,591.495115,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",2007,2007,USD,825.3606172,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",2008,2008,USD,869.0546108,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",2009,2009,USD,895.3350603,,Official data
PP,Producer Prices - Annual,32,Cameroon,5532,Producer Price (USD/tonne),656,"Coffee, green",2010,2010,USD,922.0669148,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,1991,1991,LCU,241,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,1992,1992,LCU,245,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,1993,1993,LCU,270,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,1994,1994,LCU,331,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,1995,1995,LCU,366,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,1996,1996,LCU,380,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,1997,1997,LCU,369,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,1998,1998,LCU,368,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,1999,1999,LCU,281,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2000,2000,LCU,230,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2001,2001,LCU,274,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2002,2002,LCU,358,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2003,2003,LCU,341,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2004,2004,LCU,343,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2005,2005,LCU,259,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2006,2006,LCU,271.19,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2007,2007,LCU,371.91,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2008,2008,LCU,498.17,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2009,2009,LCU,427.84,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2010,2010,LCU,418.16,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2011,2011,LCU,531.86,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2012,2012,LCU,565.22,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2013,2013,LCU,562.62,,Official data
PP,Producer Prices - Annual,33,Canada,5530,Producer Price (LCU/tonne),270,Rapeseed,2014,2014,LCU,446.04,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,1991,1991,SLC,241,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,1992,1992,SLC,245,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,1993,1993,SLC,270,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,1994,1994,SLC,331,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,1995,1995,SLC,366,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,1996,1996,SLC,380,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,1997,1997,SLC,369,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,1998,1998,SLC,368,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,1999,1999,SLC,281,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2000,2000,SLC,230,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2001,2001,SLC,274,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2002,2002,SLC,358,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2003,2003,SLC,341,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2004,2004,SLC,343,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2005,2005,SLC,259,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2006,2006,SLC,271.19,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2007,2007,SLC,371.91,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2008,2008,SLC,498.17,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2009,2009,SLC,427.84,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2010,2010,SLC,418.16,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2011,2011,SLC,531.86,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2012,2012,SLC,565.22,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2013,2013,SLC,562.62,,Official data
PP,Producer Prices - Annual,33,Canada,5531,Producer Price (SLC/tonne),270,Rapeseed,2014,2014,SLC,446.04,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,1991,1991,USD,210.3486288,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,1992,1992,USD,202.6929202,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,1993,1993,USD,209.2903198,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,1994,1994,USD,242.3775554,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,1995,1995,USD,266.6781304,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,1996,1996,USD,278.701077,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,1997,1997,USD,266.4996891,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,1998,1998,USD,248.0682026,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,1999,1999,USD,189.1323603,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2000,2000,USD,154.870683,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2001,2001,USD,176.9156119,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2002,2002,USD,228.1245739,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2003,2003,USD,243.3885973,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2004,2004,USD,264.1037117,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2005,2005,USD,213.8791783,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2006,2006,USD,239.132506,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2007,2007,USD,347.7979732,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2008,2008,USD,466.8709702,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2009,2009,USD,375.2982456,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2010,2010,USD,405.9805825,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2011,2011,USD,537.2323232,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2012,2012,USD,565.22,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2013,2013,USD,546.5066458,,Official data
PP,Producer Prices - Annual,33,Canada,5532,Producer Price (USD/tonne),270,Rapeseed,2014,2014,USD,403.3765436,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,1991,1991,LCU,278318,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,1992,1992,LCU,316852,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,1993,1993,LCU,328914,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,1994,1994,LCU,387772,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,1995,1995,LCU,397542,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,1996,1996,LCU,451760,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,1997,1997,LCU,471023,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,1998,1998,LCU,433774,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,1999,1999,LCU,374160,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2000,2000,LCU,611180,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2001,2001,LCU,416530,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2002,2002,LCU,371960,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2003,2003,LCU,444040,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2004,2004,LCU,339660,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2005,2005,LCU,385600,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2006,2006,LCU,367720,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2007,2007,LCU,367960,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2008,2008,LCU,776670,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2009,2009,LCU,791194.2749,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2010,2010,LCU,695984.99,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2011,2011,LCU,1115335.03,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2012,2012,LCU,927274.35,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2013,2013,LCU,1192670.14,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),572,Avocados,2014,2014,LCU,1047000,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,1991,1991,LCU,97819,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,1992,1992,LCU,93427,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,1993,1993,LCU,95891,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,1994,1994,LCU,102323,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,1995,1995,LCU,102611,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,1996,1996,LCU,109840,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,1997,1997,LCU,111635,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,1998,1998,LCU,117918,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,1999,1999,LCU,121400,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,2000,2000,LCU,121400,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,2001,2001,LCU,121400,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,2002,2002,LCU,121167,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,2003,2003,LCU,121200,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,2004,2004,LCU,122100,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,2005,2005,LCU,123000,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,2006,2006,LCU,122995,,Official data
PP,Producer Prices - Annual,40,Chile,5530,Producer Price (LCU/tonne),270,Rapeseed,2007,2007,LCU,123213,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,1991,1991,SLC,278318,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,1992,1992,SLC,316852,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,1993,1993,SLC,328914,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,1994,1994,SLC,387772,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,1995,1995,SLC,397542,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,1996,1996,SLC,451760,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,1997,1997,SLC,471023,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,1998,1998,SLC,433774,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,1999,1999,SLC,374160,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2000,2000,SLC,611180,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2001,2001,SLC,416530,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2002,2002,SLC,371960,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2003,2003,SLC,444040,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2004,2004,SLC,339660,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2005,2005,SLC,385600,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2006,2006,SLC,367720,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2007,2007,SLC,367960,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2008,2008,SLC,776670,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2009,2009,SLC,791194.2749,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2010,2010,SLC,695984.99,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2011,2011,SLC,1115335.03,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2012,2012,SLC,927274.35,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2013,2013,SLC,1192670.14,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),572,Avocados,2014,2014,SLC,1047000,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,1991,1991,SLC,97819,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,1992,1992,SLC,93427,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,1993,1993,SLC,95891,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,1994,1994,SLC,102323,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,1995,1995,SLC,102611,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,1996,1996,SLC,109840,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,1997,1997,SLC,111635,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,1998,1998,SLC,117918,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,1999,1999,SLC,121400,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,2000,2000,SLC,121400,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,2001,2001,SLC,121400,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,2002,2002,SLC,121167,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,2003,2003,SLC,121200,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,2004,2004,SLC,122100,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,2005,2005,SLC,123000,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,2006,2006,SLC,122995,,Official data
PP,Producer Prices - Annual,40,Chile,5531,Producer Price (SLC/tonne),270,Rapeseed,2007,2007,SLC,123213,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,1991,1991,USD,796.9799763,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,1992,1992,USD,873.891749,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,1993,1993,USD,813.8095801,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,1994,1994,USD,922.8783985,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,1995,1995,USD,1001.937378,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,1996,1996,USD,1095.795513,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,1997,1997,USD,1123.368988,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,1998,1998,USD,942.3979578,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,1999,1999,USD,735.4110359,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2000,2000,USD,1132.680057,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2001,2001,USD,656.0163947,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2002,2002,USD,539.9047778,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2003,2003,USD,642.2029541,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2004,2004,USD,553.7152888,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2005,2005,USD,689.8756747,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2006,2006,USD,693.7053982,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2007,2007,USD,704.7867558,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2008,2008,USD,1486.560719,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2009,2009,USD,1416.666861,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2010,2010,USD,1366.47162,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2011,2011,USD,2309.182257,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2012,2012,USD,1906.912518,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2013,2013,USD,2411.896866,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),572,Avocados,2014,2014,USD,1838.304763,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,1991,1991,USD,280.1104646,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,1992,1992,USD,257.6757743,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,1993,1993,USD,237.2565912,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,1994,1994,USD,243.5237366,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,1995,1995,USD,258.6136718,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,1996,1996,USD,266.4294739,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,1997,1997,USD,266.2445295,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,1998,1998,USD,256.1833637,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,1999,1999,USD,238.6115559,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,2000,2000,USD,224.9866796,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,2001,2001,USD,191.1996502,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,2002,2002,USD,175.8754764,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,2003,2003,USD,175.2882579,,Official data
PP,Producer Prices - Annual,40,Chile,5532,Producer Price (USD/tonne),270,Rapeseed,2004,2004,USD,199.0479796,,Official data
